alpha_n,rep,method,error_P,error_Theta,error_B,time_sec,instance_gen_sec,metric_eval_sec,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_reconstruct_sec,rp_small_eig_sec,rp_lift_sec,rp_kmeans_sec,algo_total_sec,algo_step_sum_sec,algo_other_sec,pipeline_total_sec,rs_sample_mask_sec,rs_build_sampled_matrix_sec,rs_eig_sec,rs_reconstruct_sec,rs_symmetrize_sec,rs_kmeans_sec,nr_eig_sec,nr_kmeans_sec,nr_copy_sec
0.1,2,Non-random,16.814821345195003,0.03385416666666667,0.00045827893820713644,1.42760319984518,0.02586160018108785,0.1434594001621008,,,,,,,,,1.42760319984518,1.4275996999349445,3.4999102354049683e-06,1.5969242001883686,,,,,,,1.3811826000455767,0.04481679992750287,0.0016002999618649483
0.1,3,Random Projection,13.803269615935163,0.3203125,0.014962281074262465,0.05024160002358258,0.02352189994417131,0.16571510001085699,0.0001417999155819416,0.0033015001099556684,0.00036249984987080097,0.0003627999685704708,0.0009538000449538231,0.00010119983926415443,2.159993164241314e-05,0.04498780006542802,0.05024160002358258,0.05023299972526729,8.600298315286636e-06,0.23947859997861087,,,,,,,,,
0.1,3,Random Sampling,15.00146628985859,0.15885416666666666,0.004086964713499661,0.09180259983986616,0.02352189994417131,0.16465440019965172,,,,,,,,,0.09180259983986616,0.09179159998893738,1.0999850928783417e-05,0.2799788999836892,0.007628499995917082,0.017559299943968654,0.01169600011780858,0.001311599975451827,0.009306600084528327,0.04428959987126291,,,
0.1,3,Non-random,16.944981439700307,0.04166666666666667,0.0011651319498510032,0.7001368999481201,0.02352189994417131,0.2332272999919951,,,,,,,,,0.7001368999481201,0.7001336000394076,3.2999087125062943e-06,0.9568860998842865,,,,,,,0.6591199999675155,0.03924040007404983,0.0017731999978423119
0.1,4,Random Projection,12.357503919884566,0.26822916666666663,0.016170139750603593,0.14242329983972013,0.027996799908578396,0.13351060007698834,0.000130099942907691,0.0028364001773297787,0.0004726999904960394,0.08900019992142916,0.0014866001438349485,0.00023889984004199505,2.9199989512562752e-05,0.048216900089755654,0.14242329983972013,0.14241100009530783,1.2299744412302971e-05,0.30393069982528687,,,,,,,,,
0.1,4,Random Sampling,15.109273660519111,0.2265625,0.00442706429899474,0.09265269991010427,0.027996799908578396,0.17757600010372698,,,,,,,,,0.09265269991010427,0.09264390007592738,8.799834176898003e-06,0.29822549992240965,0.006802400108426809,0.018100700108334422,0.013869900023564696,0.0009031998924911022,0.009024800034239888,0.04394289990887046,,,
0.1,4,Non-random,16.792008511523914,0.04427083333333333,0.0034302263789988408,0.21974089997820556,0.027996799908578396,0.11066769994795322,,,,,,,,,0.21974089997820556,0.2197387998457998,2.100132405757904e-06,0.3584053998347372,,,,,,,0.17801199993118644,0.04017940000630915,0.0015473999083042145
0.1,5,Random Projection,13.491670730205964,0.28645833333333337,0.016512546254285637,0.049352800007909536,0.02265519998036325,0.16507879993878305,0.00017360015772283077,0.0030914999078959227,0.0003659001085907221,0.000376800075173378,0.0007691998034715652,9.360001422464848e-05,1.610000617802143e-05,0.04445519996806979,0.049352800007909536,0.04934190004132688,1.0899966582655907e-05,0.23708679992705584,,,,,,,,,
0.1,5,Random Sampling,14.81992837511397,0.13541666666666669,0.0035149733662342697,0.0901800999417901,0.02265519998036325,0.10393099999055266,,,,,,,,,0.0901800999417901,0.09017059998586774,9.499955922365189e-06,0.21676629991270602,0.008133099880069494,0.017904599895700812,0.012414600001648068,0.0008863001130521297,0.008347100112587214,0.04248489998281002,,,
0.1,5,Non-random,16.860979491894085,0.0390625,0.00114518014666809,0.2328349999152124,0.02265519998036325,0.17520579998381436,,,,,,,,,0.2328349999152124,0.2328309000004083,4.09991480410099e-06,0.43069599987939,,,,,,,0.18968169996514916,0.04154270002618432,0.0016065000090748072
