dataset,rep,method,eval_mode,F1,NMI,ARI,time_rand_sec,time_post_sec,time_total_sec
political_blog,1,Random Projection,truth,0.4304534474028865,0.03445076063397412,0.0012924008448091774,,,0.11775208311155438
political_blog,1,Random Sampling (p=0.7),truth,0.5002494579806981,0.12574134864541148,0.03719732305289491,0.0018198339967057109,0.034531124983914196,0.0363561250269413
political_blog,1,Random Sampling (p=0.8),truth,0.503178930512495,0.12802773837174722,0.038500200050829825,0.001443374902009964,0.03891420899890363,0.04036154202185571
political_blog,1,Non-random,truth,0.5017159253181369,0.12688534253729017,0.03784608281865827,0.0,0.21254924999084324,0.21254974999465048
political_blog,2,Random Projection,truth,0.4343881386125384,0.04043925083958943,0.0020220561118948965,,,0.04300454200711101
political_blog,2,Random Sampling (p=0.7),truth,0.503178930512495,0.12802773837174722,0.038500200050829825,0.0019532089354470372,0.046504333964549005,0.04849350010044873
political_blog,2,Random Sampling (p=0.8),truth,0.5060946207823789,0.13030788195714252,0.039824506798618355,0.0016271669883280993,0.03418229101225734,0.035816083080135286
political_blog,2,Non-random,truth,0.5017159253181369,0.12688534253729017,0.03784608281865827,0.0,0.043923042016103864,0.043923333985731006
political_blog,3,Random Projection,truth,0.43816091954022984,0.04074933105925636,0.0024286829728523748,,,0.031191666959784925
political_blog,3,Random Sampling (p=0.7),truth,0.4987795118047219,0.1245957194939278,0.0365539207826695,0.0015147500671446323,0.029780999990180135,0.03130133403465152
political_blog,3,Random Sampling (p=0.8),truth,0.49286460146188654,0.11999608628829801,0.03403388724492276,0.0015240410575643182,0.0351249169325456,0.036654083989560604
political_blog,3,Non-random,truth,0.5017159253181369,0.12688534253729017,0.03784608281865827,0.0,0.03555766702629626,0.035558167030103505
political_blog,4,Random Projection,truth,0.4374134768498922,0.04893051540127047,0.0028327233497607565,,,0.030778917018324137
political_blog,4,Random Sampling (p=0.7),truth,0.4973060699996245,0.12344841731942557,0.035915876037259827,0.0015774169005453587,0.049584208172746,0.05116633407305926
political_blog,4,Random Sampling (p=0.8),truth,0.4868926690314952,0.11536716033453034,0.03159957600464452,0.0014550000196322799,0.06521862593945116,0.06667812494561076
political_blog,4,Non-random,truth,0.5017159253181369,0.12688534253729017,0.03784608281865827,0.0,0.040637125028297305,0.04063741699792445
political_blog,5,Random Projection,truth,0.43452379510264005,0.0470955179784987,0.0024093923301546807,,,0.05727695906534791
political_blog,5,Random Sampling (p=0.7),truth,0.5002494579806981,0.12574134864541148,0.03719732305289491,0.001553207985125482,0.049293165910057724,0.050850208033807576
political_blog,5,Random Sampling (p=0.8),truth,0.5017159253181369,0.12688534253729017,0.03784608281865827,0.0015262500382959843,0.029475457966327667,0.031005416996777058
